year,name,price,mileage,location,page,url,model,mileage_mid
2023,2023 Honda CIVIC 2.0 TYPE R MY23 FL5 (M),298000.0,10000 - 14999,Kuala Lumpur,1,https://www.mudah.my/2023-honda-civic-2-0-type-r-my23-fl5-m-108539169.htm,civic,12499.5
2014,2014 Honda CITY 1.5 E FACELIFT (A) FULL ACCESSORY,33900.0,90000 - 94999,Penang,1,https://www.mudah.my/2014-honda-city-1-5-e-facelift-a-full-accessory-108649518.htm,city,92499.5
2019,2019 Honda CITY 1.5 (A) PRICE CORET UNTUNG 1K JA,49900.0,60000 - 64999,Penang,1,https://www.mudah.my/2019-honda-city-1-5-a-price-coret-untung-1k-ja-108527494.htm,city,62499.5
2015,2015 Honda HR-V 1.8 V (A) KEYLESS PUSHSTART F/SPEC,41800.0,130000 - 139999,Kuala Lumpur,1,https://www.mudah.my/2015-honda-hr-v-1-8-v-a-keyless-pushstart-f-spec-108716528.htm,hr-v,134999.5
2018,2018 Honda CITY 1.5 HYB (A) 3YRS WARRANTY H/LOAN,45999.0,55000 - 59999,Johor,1,https://www.mudah.my/2018-honda-city-1-5-hyb-a-3yrs-warranty-h-loan-108642918.htm,city,57499.5
2018,2018 Honda CIVIC 1.8 S(A) RR BODYKIT FULL WRTY H/L,72999.0,65000 - 69999,Johor,1,https://www.mudah.my/2018-honda-civic-1-8-s-a-rr-bodykit-full-wrty-h-l-108436714.htm,civic,67499.5
2014,2014 Honda JAZZ 1.5 S (A) Good Condition 2015,39000.0,120000 - 129999,Kedah,1,https://www.mudah.my/2014-honda-jazz-1-5-s-a-good-condition-2015-103454447.htm,jazz,124999.5
2022,2022 Honda STEPWAGON 1.5T SPADA (A),170000.0,25000 - 29999,Kuala Lumpur,1,https://www.mudah.my/2022-honda-stepwagon-1-5t-spada-a-108472726.htm,stepwagon,27499.5
2018,2018 Honda CR-V 1.5 TC-P 2WD (A),103800.0,95000 - 99999,Selangor,1,https://www.mudah.my/2018-honda-cr-v-1-5-tc-p-2wd-a-108096455.htm,cr-v,97499.5
2018,2018 Honda CR-V 2.0 2WD,108000.0,90000 - 94999,Selangor,1,https://www.mudah.my/2018-honda-cr-v-2-0-2wd-103816845.htm,cr-v,92499.5
2023,2023 Honda HR-V 1.5 HEV RS (A) HRV MILEAGE 15K,123800.0,10000 - 14999,Kuala Lumpur,1,https://www.mudah.my/2023-honda-hr-v-1-5-hev-rs-a-hrv-mileage-15k-107449671.htm,hr-v,12499.5
2022,2022 Honda HR-V 1.5 TURBO E (A) 46K FSR WARRANTY,102800.0,45000 - 49999,Kuala Lumpur,1,https://www.mudah.my/2022-honda-hr-v-1-5-turbo-e-a-46k-fsr-warranty-107791611.htm,hr-v,47499.5
2021,2021 Honda CIVIC 1.8 S (A) F/SERVICE 65K WARRANTY,80800.0,65000 - 69999,Kuala Lumpur,1,https://www.mudah.my/2021-honda-civic-1-8-s-a-f-service-65k-warranty-107429328.htm,civic,67499.5
2019,2019 Honda CITY 1.5 S (A)HIGH LOAN FREE WARRNTY,48800.0,95000 - 99999,Selangor,1,https://www.mudah.my/2019-honda-city-1-5-s-a-high-loan-free-warrnty-107946484.htm,city,97499.5
2019,2019 Honda JAZZ 1.5 (A) RS BODY KIT,57900.0,65000 - 69999,Penang,1,https://www.mudah.my/2019-honda-jazz-1-5-a-rs-body-kit-108353759.htm,jazz,67499.5
2011,2011 Honda CITY 1.5 E MODULO (A),23801.0,85000 - 89999,Selangor,1,https://www.mudah.my/2011-honda-city-1-5-e-modulo-a-100656979.htm,city,87499.5
2014,ORI 2014 Honda CR-V 2.4 (A) P/SHIFT R/CAM 1 OWNER,43999.0,100000 - 109999,Kuala Lumpur,1,https://www.mudah.my/ori-2014-honda-cr-v-2-4-a-p-shift-r-cam-1-owner-108679476.htm,cr-v,104999.5
2022,2022 Honda CIVIC 1.5 V LOW MILEAGE UNDER WARRANTY,107800.0,50000 - 54999,Kuala Lumpur,1,https://www.mudah.my/2022-honda-civic-1-5-v-low-mileage-under-warranty-108647628.htm,civic,52499.5
2022,2022 Honda CR-V 2.0 2WD (A),113800.0,65000 - 69999,Selangor,1,https://www.mudah.my/2022-honda-cr-v-2-0-2wd-a-107665660.htm,cr-v,67499.5
2015,2015 FULL LOAN Honda CIVIC 2.0 S FACELIFT (A),48999.0,120000 - 129999,Johor,1,https://www.mudah.my/2015-full-loan-honda-civic-2-0-s-facelift-a-108264343.htm,civic,124999.5
2018,FULL LOAN Honda CIVIC 1.8 S i-VTEC (A),88999.0,85000 - 89999,Johor,1,https://www.mudah.my/full-loan-honda-civic-1-8-s-i-vtec-a-106216893.htm,civic,87499.5
2016,2016 FULL LOAN Honda HR-V 1.8 V (A),47999.0,100000 - 109999,Johor,1,https://www.mudah.my/2016-full-loan-honda-hr-v-1-8-v-a-108264610.htm,hr-v,104999.5
2021,2021 FULL LOAN Honda CIVIC 1.5 TC (A),112999.0,40000 - 44999,Johor,1,https://www.mudah.my/2021-full-loan-honda-civic-1-5-tc-a-108129646.htm,civic,42499.5
2019,Honda CIVIC 1.8 S i-VTEC NO PROCESSING FEE!!!,76980.0,90000 - 94999,Kuala Lumpur,1,https://www.mudah.my/honda-civic-1-8-s-i-vtec-no-processing-fee-106659563.htm,civic,92499.5
2010,ORI 2010 Honda ACCORD 2.0 (A) VTi-L LEATHER SEAT,23999.0,120000 - 129999,Kuala Lumpur,1,https://www.mudah.my/ori-2010-honda-accord-2-0-a-vti-l-leather-seat-108578520.htm,accord,124999.5
2017,R /2017/ Honda HR-V 1.8 V ENHANCED (A),56800.0,95000 - 99999,Selangor,1,https://www.mudah.my/r-2017-honda-hr-v-1-8-v-enhanced-a-108114671.htm,hr-v,97499.5
2022,R /2022/ Honda CR-V 2.0 2WD (A) 1 OWNER,106800.0,65000 - 69999,Selangor,1,https://www.mudah.my/r-2022-honda-cr-v-2-0-2wd-a-1-owner-107795648.htm,cr-v,67499.5
2022,2022 Honda HR-V 1.5 HEV RS (A) HRV HEV,113999.0,10000 - 14999,Johor,1,https://www.mudah.my/2022-honda-hr-v-1-5-hev-rs-a-hrv-hev-107156359.htm,hr-v,12499.5
2021,2021 Honda CIVIC 1.5 TC (A),99800.0,70000 - 74999,Johor,1,https://www.mudah.my/2021-honda-civic-1-5-tc-a-108688737.htm,civic,72499.5
2019,2019 FULL LOAN Honda BR-V 1.5 V (A),55999.0,85000 - 89999,Johor,1,https://www.mudah.my/2019-full-loan-honda-br-v-1-5-v-a-107981780.htm,br-v,87499.5
2018,2018 Honda JAZZ 1.5 E (A),53800.0,85000 - 89999,Selangor,1,https://www.mudah.my/2018-honda-jazz-1-5-e-a-105254489.htm,jazz,87499.5
2021,2021 Honda CIVIC 1.5 FK7 (A) Japan spec,168888.0,20000 - 24999,Penang,1,https://www.mudah.my/2021-honda-civic-1-5-fk7-a-japan-spec-107974786.htm,civic,22499.5
2022,2022 Honda CITY 1.5 V HATCHBACK (A)✅17K Mileage!,76800.0,15000 - 19999,Johor,1,https://www.mudah.my/2022-honda-city-1-5-v-hatchback-a-17k-mileage-108628052.htm,city,17499.5
2017,2017 FULL LOAN Honda CIVIC 1.8 S i-VTEC (A),74999.0,100000 - 109999,Johor,1,https://www.mudah.my/2017-full-loan-honda-civic-1-8-s-i-vtec-a-108130543.htm,civic,104999.5
2021,2021 FULL LOAN Honda CIVIC 1.5 TC-P (A),109999.0,70000 - 74999,Johor,1,https://www.mudah.my/2021-full-loan-honda-civic-1-5-tc-p-a-107755558.htm,civic,72499.5
2019,2019 FULL LOAN Honda CIVIC 1.8 S (A),83999.0,90000 - 94999,Johor,1,https://www.mudah.my/2019-full-loan-honda-civic-1-8-s-a-107755538.htm,civic,92499.5
2021,Civic 2021 Honda CIVIC 1.5 EX FL1 (AT),160000.0,10000 - 14999,Selangor,1,https://www.mudah.my/civic-2021-honda-civic-1-5-ex-fl1-at-107277734.htm,civic,12499.5
2024,2024 Honda CITY 1.5 All Spec Sedan Dan Hatchback,75000.0,0 - 4999,Selangor,1,https://www.mudah.my/2024-honda-city-1-5-all-spec-sedan-dan-hatchback-92435446.htm,city,2499.5
2023,R /2023/ Honda CITY 1.5 (A) WARRANTY V SERVICE REC,72800.0,40000 - 44999,Selangor,1,https://www.mudah.my/r-2023-honda-city-1-5-a-warranty-v-service-rec-106268613.htm,city,42499.5
2016,R /2016/ Honda HR-V 1.8 V ENHANCED (A) FULL SPEC,53800.0,70000 - 74999,Selangor,1,https://www.mudah.my/r-2016-honda-hr-v-1-8-v-enhanced-a-full-spec-100463893.htm,hr-v,72499.5
2018,Honda CIVIC 1.5 TC (A) COST PRICE NICE NUMBER TCP,77400.0,110000 - 119999,Selangor,2,https://www.mudah.my/honda-civic-1-5-tc-a-cost-price-nice-number-tcp-108522263.htm,civic,114999.5
2019,2019 Honda CR-V 1.5 TC-P 2WD (A),101800.0,70000 - 74999,Johor,2,https://www.mudah.my/2019-honda-cr-v-1-5-tc-p-2wd-a-108700860.htm,cr-v,72499.5
2016,2016 Honda CITY 1.5 E (A) fullon modulo kit,34800.0,120000 - 129999,Kuala Lumpur,2,https://www.mudah.my/2016-honda-city-1-5-e-a-fullon-modulo-kit-108743729.htm,city,124999.5
2012,2012 Honda CR-V 2.0 i-VTEC FACELIFT (A),26800.0,85000 - 89999,Selangor,2,https://www.mudah.my/2012-honda-cr-v-2-0-i-vtec-facelift-a-106541609.htm,cr-v,87499.5
2014,*FULL LOAN* 2014 Honda JAZZ 1.5 S FACELIFT (A),38800.0,80000 - 84999,Johor,2,https://www.mudah.my/full-loan-2014-honda-jazz-1-5-s-facelift-a-108232250.htm,jazz,82499.5
2020,Honda CIVIC 1.5 TC-P F/S/R F/LON TRYE R BODY/KIT,104999.0,70000 - 74999,Kuala Lumpur,2,https://www.mudah.my/honda-civic-1-5-tc-p-f-s-r-f-lon-trye-r-body-kit-108178641.htm,civic,72499.5
2024,2024 Honda HR-V KING OFFER ❌️❌️ ❌️❌️❌️ FULLOAN,95700.0,0 - 4999,Selangor,2,https://www.mudah.my/2024-honda-hr-v-king-offer-fulloan-108523299.htm,hr-v,2499.5
2024,2024 Honda CITY KING DISCOUNT ❌️❌️ ❌️❌️❌️ FULLOAN,66600.0,0 - 4999,Selangor,2,https://www.mudah.my/2024-honda-city-king-discount-fulloan-108160908.htm,city,2499.5
2021,CIVIC 2021 Honda CIVIC FL1 1.5(AT),160000.0,35000 - 39999,Selangor,2,https://www.mudah.my/civic-2021-honda-civic-fl1-1-5-at-107681509.htm,civic,37499.5
2020,ORI 2020 Honda BR-V 1.5 V F/S/RECORD MODULO B/KIT,60999.0,45000 - 49999,Kuala Lumpur,2,https://www.mudah.my/ori-2020-honda-br-v-1-5-v-f-s-record-modulo-b-kit-108578627.htm,br-v,47499.5
2018,R /2018/ Honda CR-V 2.0 (A) 2WD 1 OWNER,79800.0,100000 - 109999,Selangor,2,https://www.mudah.my/r-2018-honda-cr-v-2-0-a-2wd-1-owner-107010511.htm,cr-v,104999.5
2015,2015 Honda CR-V 2.0 I-VTEC FACELIFT (A),55800.0,95000 - 99999,Selangor,2,https://www.mudah.my/2015-honda-cr-v-2-0-i-vtec-facelift-a-108260698.htm,cr-v,97499.5
2019,2019 Honda CIVIC 1.8 S (A),81800.0,70000 - 74999,Johor,2,https://www.mudah.my/2019-honda-civic-1-8-s-a-108690283.htm,civic,72499.5
2021,2021 Honda CIVIC 1.8 S (A),87000.0,20000 - 24999,Selangor,2,https://www.mudah.my/2021-honda-civic-1-8-s-a-108479331.htm,civic,22499.5
2012,2012 Honda CITY 1.5 S (A),23801.0,85000 - 89999,Selangor,2,https://www.mudah.my/2012-honda-city-1-5-s-a-102082528.htm,city,87499.5
2017,2017 Honda JAZZ 1.5 V (A) MUGEN 3YRS WRNTY FULLOAN,53888.0,90000 - 94999,Kuala Lumpur,2,https://www.mudah.my/2017-honda-jazz-1-5-v-a-mugen-3yrs-wrnty-fulloan-108223399.htm,jazz,92499.5
2019,Honda CIVIC 1.5 TC-P(A)F/S/R F/LON 5 YEAR WARRANTY,95999.0,65000 - 69999,Kuala Lumpur,2,https://www.mudah.my/honda-civic-1-5-tc-p-a-f-s-r-f-lon-5-year-warranty-108289101.htm,civic,67499.5
2020,Honda CIVIC 1.5 TC-P F/S/R F/LON U/WARRANTY B/KIT,105999.0,55000 - 59999,Kuala Lumpur,2,https://www.mudah.my/honda-civic-1-5-tc-p-f-s-r-f-lon-u-warranty-b-kit-107170928.htm,civic,57499.5
2016,Honda JAZZ 1.5V(A)F/LON 1/OWNER LIMITED STOCK OFER,51999.0,55000 - 59999,Selangor,2,https://www.mudah.my/honda-jazz-1-5v-a-f-lon-1-owner-limited-stock-ofer-106551277.htm,jazz,57499.5
2018,Honda CIVIC 1.8 S i-VTEC TCP - TYPE R KIT WARRANTY,74800.0,90000 - 94999,Kuala Lumpur,2,https://www.mudah.my/honda-civic-1-8-s-i-vtec-tcp-type-r-kit-warranty-108480458.htm,civic,92499.5
2014,2014 Honda JAZZ 1.5 E (A) 51K ORI MILEAGE PAINT,37700.0,50000 - 54999,Selangor,2,https://www.mudah.my/2014-honda-jazz-1-5-e-a-51k-ori-mileage-paint-108509314.htm,jazz,52499.5
2010,Blacklist Loan Kedai  No Doc Honda CIVIC 1.8,22500.0,95000 - 99999,Kuala Lumpur,2,https://www.mudah.my/blacklist-loan-kedai-no-doc-honda-civic-1-8-108683215.htm,civic,97499.5
2019,Honda HR-V 1.8 RS (A) FACELIFT LANEWATCH / SUV HRV,83800.0,85000 - 89999,Kuala Lumpur,2,https://www.mudah.my/honda-hr-v-1-8-rs-a-facelift-lanewatch-suv-hrv-108617150.htm,hr-v,87499.5
2019,Honda CIVIC 1.5 TC-PREMIUM (A) TYPE R / 4 BREMBO,94800.0,60000 - 64999,Kuala Lumpur,2,https://www.mudah.my/honda-civic-1-5-tc-premium-a-type-r-4-brembo-108691932.htm,civic,62499.5
2019,2019 Honda CITY 1.5 S (A),54800.0,60000 - 64999,Selangor,2,https://www.mudah.my/2019-honda-city-1-5-s-a-108090437.htm,city,62499.5
2016,2016 Honda HR-V 1.8 V  (A) High Spec Low Fuel Suv,53800.0,80000 - 84999,Selangor,2,https://www.mudah.my/2016-honda-hr-v-1-8-v-a-high-spec-low-fuel-suv-108267057.htm,hr-v,82499.5
2019,2019 Honda CITY 1.5 V (A),59800.0,75000 - 79999,Selangor,2,https://www.mudah.my/2019-honda-city-1-5-v-a-108262456.htm,city,77499.5
2015,2015 Honda JAZZ 1.5 V (A)-WARRANTY 1 YEAR-FUL LON,43999.0,80000 - 84999,Selangor,2,https://www.mudah.my/2015-honda-jazz-1-5-v-a-warranty-1-year-ful-lon-108416268.htm,jazz,82499.5
2018,2018 Honda CITY 1.5 E FACELIFT (A)84k km f/service,49800.0,80000 - 84999,Selangor,2,https://www.mudah.my/2018-honda-city-1-5-e-facelift-a-84k-km-f-service-107711034.htm,city,82499.5
2015,2015 Honda CIVIC 2.0 S FACELIFT 2 YEARS WARRANTY,39888.0,90000 - 94999,Selangor,2,https://www.mudah.my/2015-honda-civic-2-0-s-facelift-2-years-warranty-108642750.htm,civic,92499.5
2022,Honda ACCORD TC-P 1.5L(A)F/S/K WARRANTY UNTIL 2027,137999.0,35000 - 39999,Kuala Lumpur,2,https://www.mudah.my/honda-accord-tc-p-1-5l-a-f-s-k-warranty-until-2027-108530539.htm,accord,37499.5
2020,Honda ACCORD 1.5 TC-P(A)F/S/KOD U/WARRANTY HONDA,125999.0,35000 - 39999,Kuala Lumpur,2,https://www.mudah.my/honda-accord-1-5-tc-p-a-f-s-kod-u-warranty-honda-108530024.htm,accord,37499.5
2019,Honda CITY 1.5 V(A)F/LON F/S/C ONE/OWNER L/MILLAGE,61999.0,55000 - 59999,Kuala Lumpur,2,https://www.mudah.my/honda-city-1-5-v-a-f-lon-f-s-c-one-owner-l-millage-108493395.htm,city,57499.5
2022,Honda CIVIC 1.5 RS (A)F/S/R F/LON U/WARRANTY L/MIL,120999.0,55000 - 59999,Selangor,2,https://www.mudah.my/honda-civic-1-5-rs-a-f-s-r-f-lon-u-warranty-l-mil-106550801.htm,civic,57499.5
2022,"2022 Honda BR-V V 1.5L (A) Full Serv, Low Mileage",69800.0,30000 - 34999,Johor,2,https://www.mudah.my/2022-honda-br-v-v-1-5l-a-full-serv-low-mileage-108630131.htm,br-v,32499.5
2005,2005 Honda CIVIC 1.7 VTEC (A) MUST SEE,16800.0,130000 - 139999,Kuala Lumpur,2,https://www.mudah.my/2005-honda-civic-1-7-vtec-a-must-see-108123747.htm,civic,134999.5
2008,2008 Honda CITY 1.5 VTEC (A) NANO CANTIK HEBAT,16800.0,100000 - 109999,Kuala Lumpur,2,https://www.mudah.my/2008-honda-city-1-5-vtec-a-nano-cantik-hebat-107678882.htm,city,104999.5
2008,2008 Honda CITY 1.5 VTEC MODULO ENHANCED (A),16800.0,120000 - 129999,Perak,2,https://www.mudah.my/2008-honda-city-1-5-vtec-modulo-enhanced-a-108667153.htm,city,124999.5
2024,Honda CITY HATCHBACK Akpk boleh/High komitmen bole,86000.0,0 - 4999,Kuala Lumpur,2,https://www.mudah.my/honda-city-hatchback-akpk-boleh-high-komitmen-bole-108743408.htm,city,2499.5
2019,2019 Honda CIVIC TYPE R 2.0 (M) W FULL MOD,239000.0,5000 - 9999,Selangor,2,https://www.mudah.my/2019-honda-civic-type-r-2-0-m-w-full-mod-107656884.htm,civic,7499.5
2018,Honda CR-V 1.5 TC-P 2WD / MODULO BODYKIT / CRV TCP,101800.0,45000 - 49999,Kuala Lumpur,3,https://www.mudah.my/honda-cr-v-1-5-tc-p-2wd-modulo-bodykit-crv-tcp-108469271.htm,cr-v,47499.5
2020,Honda CITY 1.5 V (A) DRIVE68 KIT / HONDA WRTY 2025,68800.0,65000 - 69999,Kuala Lumpur,3,https://www.mudah.my/honda-city-1-5-v-a-drive68-kit-honda-wrty-2025-108298055.htm,city,67499.5
2013,2013 Honda CR-V 2.0 i-VTEC FACELIFT (A),46500.0,130000 - 139999,Selangor,3,https://www.mudah.my/2013-honda-cr-v-2-0-i-vtec-facelift-a-107913159.htm,cr-v,134999.5
2014,2014 Honda CIVIC 1.5 (HYBRID) (A),23800.0,85000 - 89999,Selangor,3,https://www.mudah.my/2014-honda-civic-1-5-hybrid-a-108641309.htm,civic,87499.5
2017,2017 Honda CIVIC 1.5 TC-PREMIUM (A),73800.0,85000 - 89999,Selangor,3,https://www.mudah.my/2017-honda-civic-1-5-tc-premium-a-108641350.htm,civic,87499.5
2019,2019 Honda CITY 1.5 S (A),49800.0,65000 - 69999,Selangor,3,https://www.mudah.my/2019-honda-city-1-5-s-a-107483669.htm,city,67499.5
2021,FULL LOAN 2021 Honda CITY 1.5 V (A) SPORT RIM,69999.0,50000 - 54999,Johor,3,https://www.mudah.my/full-loan-2021-honda-city-1-5-v-a-sport-rim-108421581.htm,city,52499.5
2022,2022 Honda CIVIC 1.5 RS (A) UNDER WARRANTY HONDA,114888.0,45000 - 49999,Selangor,3,https://www.mudah.my/2022-honda-civic-1-5-rs-a-under-warranty-honda-108676331.htm,civic,47499.5
2016,Honda CITY 1.5  (A) F/SERVICE F/LON DEPAVALI OFFER,39999.0,60000 - 64999,Kuala Lumpur,3,https://www.mudah.my/honda-city-1-5-a-f-service-f-lon-depavali-offer-108600847.htm,city,62499.5
2018,Honda CIVIC 1.5 TC-P(A)FREE WARRANTY F/LON F/S/K,85999.0,65000 - 69999,Kuala Lumpur,3,https://www.mudah.my/honda-civic-1-5-tc-p-a-free-warranty-f-lon-f-s-k-108579516.htm,civic,67499.5
2018,Honda CIVIC 1.8 S(A)LEA/SEAT TYPE R/BODY KIT F/LON,75999.0,65000 - 69999,Selangor,3,https://www.mudah.my/honda-civic-1-8-s-a-lea-seat-type-r-body-kit-f-lon-106537869.htm,civic,67499.5
2017,Honda CR-V 1.5 TC-P 2WD (A) FSR CARKING FULL LOAN,89999.0,60000 - 64999,Selangor,3,https://www.mudah.my/honda-cr-v-1-5-tc-p-2wd-a-fsr-carking-full-loan-106550697.htm,cr-v,62499.5
2014,2014 Honda CITY 1.5 V (A) FULL LOAN,35999.0,85000 - 89999,Johor,3,https://www.mudah.my/2014-honda-city-1-5-v-a-full-loan-108668214.htm,city,87499.5
2017,2017 Honda CIVIC 1.8 S i-VTEC (A) FC FULL BODYKIT,66800.0,65000 - 69999,Selangor,3,https://www.mudah.my/2017-honda-civic-1-8-s-i-vtec-a-fc-full-bodykit-105102818.htm,civic,67499.5
2018,2018 Honda JAZZ 1.5 S (A) SUPER PROMOTION !! OFFER,51800.0,100000 - 109999,Selangor,3,https://www.mudah.my/2018-honda-jazz-1-5-s-a-super-promotion-offer-106680696.htm,jazz,104999.5
2018,2018 Honda CIVIC 1.8 S i-VTEC (A) Bulanan,82799.0,60000 - 64999,Johor,3,https://www.mudah.my/2018-honda-civic-1-8-s-i-vtec-a-bulanan-108458329.htm,civic,62499.5
2017,2017 Honda BR-V 1.5 V (A) All Leather Seat 7Seater,46800.0,90000 - 94999,Kuala Lumpur,3,https://www.mudah.my/2017-honda-br-v-1-5-v-a-all-leather-seat-7seater-108630111.htm,br-v,92499.5
2007,2007 Honda CIVIC 1.8 i-VTEC (A),21900.0,150000 - 159999,Perak,3,https://www.mudah.my/2007-honda-civic-1-8-i-vtec-a-107576806.htm,civic,154999.5
2023,FULL LOAN 2023 Honda CIVIC 1.5 RS (A)FULL BODYKIT,119999.0,30000 - 34999,Johor,3,https://www.mudah.my/full-loan-2023-honda-civic-1-5-rs-a-full-bodykit-108603159.htm,civic,32499.5
2013,2013 Honda CITY 1.5 E FACELIFT (A) LOW MAINTENANCE,28800.0,95000 - 99999,Kuala Lumpur,3,https://www.mudah.my/2013-honda-city-1-5-e-facelift-a-low-maintenance-108301350.htm,city,97499.5
2018,2018 Honda CIVIC 1.8 S i-VTEC (A),70800.0,85000 - 89999,Selangor,3,https://www.mudah.my/2018-honda-civic-1-8-s-i-vtec-a-107483278.htm,civic,87499.5
2015,2015 Honda CITY 1.5 V (A),36800.0,85000 - 89999,Selangor,3,https://www.mudah.my/2015-honda-city-1-5-v-a-104545210.htm,city,87499.5
2016,2016 Honda JAZZ 1.5 (A),39800.0,75000 - 79999,Selangor,3,https://www.mudah.my/2016-honda-jazz-1-5-a-108545731.htm,jazz,77499.5
2019,2019 Honda JAZZ 1.5 FACELIFT (A),52800.0,65000 - 69999,Selangor,3,https://www.mudah.my/2019-honda-jazz-1-5-facelift-a-108585299.htm,jazz,67499.5
2017,2017 Honda CIVIC 1.8 i-VTEC (A) KEYLESS PUSH START,70800.0,85000 - 89999,Kuala Lumpur,3,https://www.mudah.my/2017-honda-civic-1-8-i-vtec-a-keyless-push-start-108709735.htm,civic,87499.5
2012,.12 Honda INSIGHT 1.3 HYBRID FACELIFT (A) WARRANTY,13800.0,130000 - 139999,Selangor,3,https://www.mudah.my/12-honda-insight-1-3-hybrid-facelift-a-warranty-108035768.htm,hybrid,134999.5
2021,CHEAPEST IN TOWN 2021 Honda HR-V 1.5 HYBRID HRV,85888.0,70000 - 74999,Selangor,3,https://www.mudah.my/cheapest-in-town-2021-honda-hr-v-1-5-hybrid-hrv-108082008.htm,hr-v,72499.5
1995,REBUILD LIKE NEW CAR EG3 Honda CIVIC 1.6 (M) EG 3,85888.0,0 - 4999,Selangor,3,https://www.mudah.my/rebuild-like-new-car-eg3-honda-civic-1-6-m-eg-3-108367871.htm,civic,2499.5
2017,HONDA JAZZ 1.5 E (a) FULL SERVICE RECORD 48K KM,53700.0,45000 - 49999,Selangor,3,https://www.mudah.my/honda-jazz-1-5-e-a-full-service-record-48k-km-108174889.htm,jazz,47499.5
1999,1999 Honda CIVIC 1.6 VTi (A),19888.0,250000 - 299999,Kuala Lumpur,3,https://www.mudah.my/1999-honda-civic-1-6-vti-a-108226742.htm,civic,274999.5
2016,2016 Honda CR-V 2.4 4WD FACELIFT GENUINE 96K KM,53888.0,80000 - 84999,Selangor,3,https://www.mudah.my/2016-honda-cr-v-2-4-4wd-facelift-genuine-96k-km-108545932.htm,cr-v,82499.5
2017,2017 Honda BR-V 1.5 E (A) TIPTOP BRV WARRANTY,39800.0,65000 - 69999,Kuala Lumpur,3,https://www.mudah.my/2017-honda-br-v-1-5-e-a-tiptop-brv-warranty-108519364.htm,br-v,67499.5
2020,Honda HR-V HRV 1.8 V RS (A) 3 YEARS WARRANTY SUV,83800.0,65000 - 69999,Kuala Lumpur,3,https://www.mudah.my/honda-hr-v-hrv-1-8-v-rs-a-3-years-warranty-suv-108452741.htm,hr-v,67499.5
2021,Honda HRV 1.8 HR-V RS 1.8L F/SERVICE 3YR WARRANTY,88800.0,75000 - 79999,Kuala Lumpur,3,https://www.mudah.my/honda-hrv-1-8-hr-v-rs-1-8l-f-service-3yr-warranty-108288193.htm,hr-v,77499.5
2015,2015 Honda CITY 1.5 V (A) FULL SPEC ORI CONDITION,38800.0,75000 - 79999,Selangor,3,https://www.mudah.my/2015-honda-city-1-5-v-a-full-spec-ori-condition-103731410.htm,city,77499.5
2019,2019 Honda CR-V 1.5 TC-P 2WD (A),99799.0,95000 - 99999,Johor,3,https://www.mudah.my/2019-honda-cr-v-1-5-tc-p-2wd-a-108603539.htm,cr-v,97499.5
2011,Blacklist Loan Kedai  No Doc Honda ACCORD 2.0,19800.0,100000 - 109999,Kuala Lumpur,3,https://www.mudah.my/blacklist-loan-kedai-no-doc-honda-accord-2-0-108677610.htm,accord,104999.5
2013,Blacklist Loan Kedai  No Doc Honda CITY 1.5 E,18800.0,100000 - 109999,Kuala Lumpur,3,https://www.mudah.my/blacklist-loan-kedai-no-doc-honda-city-1-5-e-108677608.htm,city,104999.5
2024,Honda CITY 1.5 24’ Akpk boleh / Highkomitmen boleh,85000.0,0 - 4999,Kuala Lumpur,3,https://www.mudah.my/honda-city-1-5-24-akpk-boleh-highkomitmen-boleh-108743134.htm,city,2499.5
2021,2021 Honda CR-V 1.5 TC-P 4WD (A),128800.0,35000 - 39999,Selangor,3,https://www.mudah.my/2021-honda-cr-v-1-5-tc-p-4wd-a-108392480.htm,cr-v,37499.5
2018,Honda CIVIC 1.5 TC-P(A)FREE WARRANTY F/LON F/S/K,85999.0,65000 - 69999,Kuala Lumpur,4,https://www.mudah.my/honda-civic-1-5-tc-p-a-free-warranty-f-lon-f-s-k-108579516.htm,civic,67499.5
2018,Honda CIVIC 1.8 S(A)LEA/SEAT TYPE R/BODY KIT F/LON,75999.0,65000 - 69999,Selangor,4,https://www.mudah.my/honda-civic-1-8-s-a-lea-seat-type-r-body-kit-f-lon-106537869.htm,civic,67499.5
2017,Honda CR-V 1.5 TC-P 2WD (A) FSR CARKING FULL LOAN,89999.0,60000 - 64999,Selangor,4,https://www.mudah.my/honda-cr-v-1-5-tc-p-2wd-a-fsr-carking-full-loan-106550697.htm,cr-v,62499.5
2014,2014 Honda CITY 1.5 V (A) FULL LOAN,35999.0,85000 - 89999,Johor,4,https://www.mudah.my/2014-honda-city-1-5-v-a-full-loan-108668214.htm,city,87499.5
2017,2017 Honda CIVIC 1.8 S i-VTEC (A) FC FULL BODYKIT,66800.0,65000 - 69999,Selangor,4,https://www.mudah.my/2017-honda-civic-1-8-s-i-vtec-a-fc-full-bodykit-105102818.htm,civic,67499.5
2018,2018 Honda JAZZ 1.5 S (A) SUPER PROMOTION !! OFFER,51800.0,100000 - 109999,Selangor,4,https://www.mudah.my/2018-honda-jazz-1-5-s-a-super-promotion-offer-106680696.htm,jazz,104999.5
2018,2018 Honda CIVIC 1.8 S i-VTEC (A) Bulanan,82799.0,60000 - 64999,Johor,4,https://www.mudah.my/2018-honda-civic-1-8-s-i-vtec-a-bulanan-108458329.htm,civic,62499.5
