year,name,price,mileage,location,page,url,model,mileage_mid
2018,Honda CIVIC 1.8 S BODYKITS TYPE R FASTLOAN 2018,81800.0,65000 - 69999,Selangor,13,https://www.mudah.my/honda-civic-1-8-s-bodykits-type-r-fastloan-2018-107975346.htm,civic,67499.5
2008,Honda ACCORD 2.4,25500.0,200000 - 249999,Selangor,13,https://www.mudah.my/honda-accord-2-4-108739891.htm,accord,224999.5
2019,2019 Honda CR-V 1.5 TC 2WD (A),93800.0,90000 - 94999,Perak,13,https://www.mudah.my/2019-honda-cr-v-1-5-tc-2wd-a-108739889.htm,cr-v,92499.5
2023,RS 28K KM UND WARRANTY HR-V 1.5 HEV (A) 2023 Honda,119800.0,25000 - 29999,Kuala Lumpur,13,https://www.mudah.my/rs-28k-km-und-warranty-hr-v-1-5-hev-a-2023-honda-108739742.htm,hr-v,27499.5
1997,1997 Honda CR-V 2.0 (A),8800.0,180000 - 189999,Perak,13,https://www.mudah.my/1997-honda-cr-v-2-0-a-108739719.htm,cr-v,184999.5
2018,2018 Honda CITY 1.5 HYB (A) FULL WARRANTY 3 H/LOAN,45999.0,70000 - 74999,Johor,13,https://www.mudah.my/2018-honda-city-1-5-hyb-a-full-warranty-3-h-loan-106685919.htm,city,72499.5
2014,2014 Honda ACCORD 2.0 VTi-L (A),39800.0,120000 - 129999,Melaka,13,https://www.mudah.my/2014-honda-accord-2-0-vti-l-a-108600876.htm,accord,124999.5
1996,1996 Honda CIVIC TYPE R (EK3) (M),80000.0,0 - 4999,Kuala Lumpur,13,https://www.mudah.my/1996-honda-civic-type-r-ek3-m-108739831.htm,civic,2499.5
2016,2016 Honda CITY 1.5 E (A) 1 Owner,39800.0,95000 - 99999,Selangor,13,https://www.mudah.my/2016-honda-city-1-5-e-a-1-owner-106181299.htm,city,97499.5
2014,2014 Honda CITY 1.5 S  (A),29900.0,80000 - 84999,Kuala Lumpur,13,https://www.mudah.my/2014-honda-city-1-5-s-a-108739801.htm,city,82499.5
2019,2019 Honda CIVIC 1.8 S (A),77800.0,30000 - 34999,Johor,13,https://www.mudah.my/2019-honda-civic-1-8-s-a-108419117.htm,civic,32499.5
2022,2022 Honda CITY 1.5 V HATCHBACK (A) 27K FSR HONDA,74800.0,25000 - 29999,Kuala Lumpur,13,https://www.mudah.my/2022-honda-city-1-5-v-hatchback-a-27k-fsr-honda-108444665.htm,city,27499.5
2017,2017 Honda CIVIC 1.8 S i-VTEC FC (A) 3YR WARRANTY,65800.0,85000 - 89999,Kuala Lumpur,13,https://www.mudah.my/2017-honda-civic-1-8-s-i-vtec-fc-a-3yr-warranty-108406656.htm,civic,87499.5
2023,2023 Honda HR-V 1.5 HEV RS HYBRID (A) LOW MILEAGE,118800.0,25000 - 29999,Kuala Lumpur,13,https://www.mudah.my/2023-honda-hr-v-1-5-hev-rs-hybrid-a-low-mileage-108705146.htm,hr-v,27499.5
2020,2020 Honda CR-V 1.5 TC-P 2WD (A),105000.0,40000 - 44999,Selangor,13,https://www.mudah.my/2020-honda-cr-v-1-5-tc-p-2wd-a-108739776.htm,cr-v,42499.5
2018,2018 Honda JAZZ 1.5 S (A) FULL BODYKIT,47800.0,70000 - 74999,Kuala Lumpur,13,https://www.mudah.my/2018-honda-jazz-1-5-s-a-full-bodykit-108716672.htm,jazz,72499.5
2019,2019 Honda HR-V 1.8 V FULL SERVICE RECORD HONDA,72500.0,70000 - 74999,Kuala Lumpur,13,https://www.mudah.my/2019-honda-hr-v-1-8-v-full-service-record-honda-108522548.htm,hr-v,72499.5
2016,2016 Honda CIVIC 1.5 TC-PREMIUM (A) FULL BODYKIT,75800.0,70000 - 74999,Kuala Lumpur,13,https://www.mudah.my/2016-honda-civic-1-5-tc-premium-a-full-bodykit-107399642.htm,civic,72499.5
2016,2016 Honda JAZZ 1.5 E (A),45400.0,95000 - 99999,Penang,14,https://www.mudah.my/2016-honda-jazz-1-5-e-a-108233919.htm,jazz,97499.5
2004,2004 Honda ACCORD 2.0 VTi (A),12800.0,200000 - 249999,Kelantan,14,https://www.mudah.my/2004-honda-accord-2-0-vti-a-108739747.htm,accord,224999.5
2014,ON THE ROAD 2014 Honda ACCORD 2.0 VTi (A),37800.0,100000 - 109999,Kuala Lumpur,14,https://www.mudah.my/on-the-road-2014-honda-accord-2-0-vti-a-108182689.htm,accord,104999.5
2019,ORI 2019 Honda CR-V 1.5 TC-P 2WD (A) F/S RECORD,105800.0,95000 - 99999,Selangor,14,https://www.mudah.my/ori-2019-honda-cr-v-1-5-tc-p-2wd-a-f-s-record-108375378.htm,cr-v,97499.5
2015,ORI 2015 HONDA CITY V 1.5L i-VTEC (A) NEW FACELIFT,39800.0,85000 - 89999,Selangor,14,https://www.mudah.my/ori-2015-honda-city-v-1-5l-i-vtec-a-new-facelift-107260334.htm,city,87499.5
2014,ORI 2014 Honda CR-V 2.4 i-VTEC (A) 4WD ANDROID,46800.0,120000 - 129999,Selangor,14,https://www.mudah.my/ori-2014-honda-cr-v-2-4-i-vtec-a-4wd-android-108677634.htm,cr-v,124999.5
2014,ORI 2014 Honda CR-V iVTEC 2.0 (A) 4WD NEW FACELIFT,42800.0,120000 - 129999,Selangor,14,https://www.mudah.my/ori-2014-honda-cr-v-ivtec-2-0-a-4wd-new-facelift-108580152.htm,cr-v,124999.5
2019,Honda JAZZ 1.5 V FACELIFT FULL SERVICE WARRANTY,59800.0,95000 - 99999,Kuala Lumpur,14,https://www.mudah.my/honda-jazz-1-5-v-facelift-full-service-warranty-106810581.htm,jazz,97499.5
2016,2016 Honda CR-V 2.0 2WD FACELIFT (A)LEATHER/P.SEAT,55800.0,80000 - 84999,Selangor,14,https://www.mudah.my/2016-honda-cr-v-2-0-2wd-facelift-a-leather-p-seat-108678666.htm,cr-v,82499.5
2015,2015 Honda CR-V 2.0 4WD FACELIFT CRV ANDROID/R.CAM,53800.0,90000 - 94999,Selangor,14,https://www.mudah.my/2015-honda-cr-v-2-0-4wd-facelift-crv-android-r-cam-108509437.htm,cr-v,92499.5
2007,2007 Honda CR-V 2.0 i-VTEC FACELIFT (A) NEW PAINT,18800.0,95000 - 99999,Selangor,14,https://www.mudah.my/2007-honda-cr-v-2-0-i-vtec-facelift-a-new-paint-108159957.htm,cr-v,97499.5
2019,2019 Honda CR-V 2.0 2WD (A) CRV P.START/KEYLESS,87800.0,60000 - 64999,Selangor,14,https://www.mudah.my/2019-honda-cr-v-2-0-2wd-a-crv-p-start-keyless-108389332.htm,cr-v,62499.5
2019,2019 Honda CR-V 2.0 2WD (A) CRV P.START/KEYLESS,83800.0,55000 - 59999,Selangor,14,https://www.mudah.my/2019-honda-cr-v-2-0-2wd-a-crv-p-start-keyless-108081615.htm,cr-v,57499.5
2019,2019 Honda CIVIC 1.8 S (A) TYPE R BODY/KIT LEATHER,74800.0,55000 - 59999,Selangor,14,https://www.mudah.my/2019-honda-civic-1-8-s-a-type-r-body-kit-leather-107289769.htm,civic,57499.5
2021,Honda CR-V 2.0 (A) F.S.R WRTY 2026 TC TCP TC-P CRV,101800.0,60000 - 64999,Kuala Lumpur,14,https://www.mudah.my/honda-cr-v-2-0-a-f-s-r-wrty-2026-tc-tcp-tc-p-crv-108602617.htm,cr-v,62499.5
2014,Honda CR-V 2.0 F/SPEC F/L (A) FULL LEATHER SEAT,36900.0,90000 - 94999,Kuala Lumpur,14,https://www.mudah.my/honda-cr-v-2-0-f-spec-f-l-a-full-leather-seat-108508484.htm,cr-v,92499.5
2017,Honda CIVIC 1.8 S i-VTEC TYPE R KIT 18'SPORT RIM,72800.0,75000 - 79999,Selangor,14,https://www.mudah.my/honda-civic-1-8-s-i-vtec-type-r-kit-18-sport-rim-108643791.htm,civic,77499.5
2017,HONDA CIVIC 1.5 TC-P Type-R BODYKIT KETAM TCP FK8,72500.0,70000 - 74999,Kuala Lumpur,14,https://www.mudah.my/honda-civic-1-5-tc-p-type-r-bodykit-ketam-tcp-fk8-108447853.htm,civic,72499.5
2018,Honda CIVIC 1.5 TC CONVERT TYPE R FASTLOAN 2018,87800.0,65000 - 69999,Selangor,14,https://www.mudah.my/honda-civic-1-5-tc-convert-type-r-fastloan-2018-108431719.htm,civic,67499.5
2022,2022 Honda CIVIC 1.8 S (A),89800.0,40000 - 44999,Perak,14,https://www.mudah.my/2022-honda-civic-1-8-s-a-108432698.htm,civic,42499.5
2021,2021 Honda CIVIC TC 1.5 (A),102300.0,40000 - 44999,Selangor,14,https://www.mudah.my/2021-honda-civic-tc-1-5-a-108596382.htm,civic,42499.5
2019,2019 Honda CR-V 2.0 2WD (A)FSR,88800.0,95000 - 99999,Perak,14,https://www.mudah.my/2019-honda-cr-v-2-0-2wd-a-fsr-108433378.htm,cr-v,97499.5
2021,2021 Honda CIVIC 1.5 TC-P (A),99800.0,55000 - 59999,Selangor,14,https://www.mudah.my/2021-honda-civic-1-5-tc-p-a-108613768.htm,civic,57499.5
2018,2018 Honda CIVIC 1.5 TC-PREMIUM (A),83800.0,80000 - 84999,Johor,14,https://www.mudah.my/2018-honda-civic-1-5-tc-premium-a-108253232.htm,civic,82499.5
2021,2021 Honda CITY 1.5 V (A),71400.0,80000 - 84999,Selangor,14,https://www.mudah.my/2021-honda-city-1-5-v-a-108398044.htm,city,82499.5
1995,1995 Honda CIVIC 1.6 EFI (A),6500.0,15000 - 19999,Selangor,14,https://www.mudah.my/1995-honda-civic-1-6-efi-a-108739589.htm,civic,17499.5
2022,2022 Honda CITY 1.5 V SENSING (A),73900.0,15000 - 19999,Selangor,14,https://www.mudah.my/2022-honda-city-1-5-v-sensing-a-108645781.htm,city,17499.5
2018,2018 Honda CIVIC 1.5 TC-PREMIUM (A)TYPE R BODYKIT,88888.0,90000 - 94999,Kuala Lumpur,14,https://www.mudah.my/2018-honda-civic-1-5-tc-premium-a-type-r-bodykit-107046620.htm,civic,92499.5
2017,2017 Honda HR-V 1.8 V (A) FULL WARRANTY 3YEAR H/L,48999.0,40000 - 44999,Johor,14,https://www.mudah.my/2017-honda-hr-v-1-8-v-a-full-warranty-3year-h-l-108609871.htm,hr-v,42499.5
2018,2018 Honda CITY 1.5 V (A) FULL WARRANTY 3Y H/LOAN,55999.0,50000 - 54999,Johor,14,https://www.mudah.my/2018-honda-city-1-5-v-a-full-warranty-3y-h-loan-108671543.htm,city,52499.5
2018,2018 Honda CIVIC 1.8 S (A) RR BODYKIT WARRANTY H/L,72999.0,65000 - 69999,Johor,14,https://www.mudah.my/2018-honda-civic-1-8-s-a-rr-bodykit-warranty-h-l-107643109.htm,civic,67499.5
2024,2024 Honda WR-V 1.5 S E V RS (A) Full Loan Cash,82000.0,0 - 4999,Penang,14,https://www.mudah.my/2024-honda-wr-v-1-5-s-e-v-rs-a-full-loan-cash-102980520.htm,wr-v,2499.5
2024,New Honda WR-V 1.5 S E V RS(A) Full Loan Cash back,82000.0,0 - 4999,Kedah,14,https://www.mudah.my/new-honda-wr-v-1-5-s-e-v-rs-a-full-loan-cash-back-102982034.htm,wr-v,2499.5
2011,2011 Honda ODYSSEY 2.4 M  (A),53999.0,100000 - 109999,Johor,14,https://www.mudah.my/2011-honda-odyssey-2-4-m-a-108422736.htm,odyssey,104999.5
2023,2023 Honda CR-V 2.0 2WD✅Low Mileage/Honda Service,115800.0,10000 - 14999,Johor,14,https://www.mudah.my/2023-honda-cr-v-2-0-2wd-low-mileage-honda-service-108739377.htm,cr-v,12499.5
2018,Honda CITY 1.5 V FACELIFT (A)Full loan/Tiptop Con,55999.0,60000 - 64999,Kuala Lumpur,14,https://www.mudah.my/honda-city-1-5-v-facelift-a-full-loan-tiptop-con-108739401.htm,city,62499.5
2022,2022 Honda CIVIC 1.5 V (A) 44K-KM FSR U/WARRNTY,111999.0,40000 - 44999,Perak,14,https://www.mudah.my/2022-honda-civic-1-5-v-a-44k-km-fsr-u-warrnty-108739399.htm,civic,42499.5
2024,New Honda WR-V 1.5 RS (A) Full Loan Cash Back,82000.0,0 - 4999,Penang,14,https://www.mudah.my/new-honda-wr-v-1-5-rs-a-full-loan-cash-back-102980462.htm,wr-v,2499.5
2024,New Honda WR-V 1.5 S E V RS (A) Cash Back Rebate,82000.0,0 - 4999,Kedah,14,https://www.mudah.my/new-honda-wr-v-1-5-s-e-v-rs-a-cash-back-rebate-103032759.htm,wr-v,2499.5
2024,New Honda WR-V 1.5 S E V RS(A) Full Loan Cash Back,82000.0,0 - 4999,Perak,14,https://www.mudah.my/new-honda-wr-v-1-5-s-e-v-rs-a-full-loan-cash-back-103033053.htm,wr-v,2499.5
2019,2019 Honda JAZZ 1.5 V FACELIFT (A),66800.0,80000 - 84999,Selangor,15,https://www.mudah.my/2019-honda-jazz-1-5-v-facelift-a-108586196.htm,jazz,82499.5
2024,NEW Honda WR-V 1.5 S E V RS(A) Cash Back Full Loan,82000.0,0 - 4999,Perlis,15,https://www.mudah.my/new-honda-wr-v-1-5-s-e-v-rs-a-cash-back-full-loan-103033045.htm,wr-v,2499.5
2024,New Honda WR-V 1.5 S E V RS (A) Full Loan CashBack,82000.0,0 - 4999,Penang,15,https://www.mudah.my/new-honda-wr-v-1-5-s-e-v-rs-a-full-loan-cashback-103032807.htm,wr-v,2499.5
2019,Honda CIVIC 1.5 TC-PREMIUM (A) Servi Honda Fu loan,81600.0,70000 - 74999,Selangor,15,https://www.mudah.my/honda-civic-1-5-tc-premium-a-servi-honda-fu-loan-108469106.htm,civic,72499.5
2016, 2016 Honda ACCORD 2.0 VTi-L (A),52900.0,90000 - 94999,Johor,15,https://www.mudah.my/2016-honda-accord-2-0-vti-l-a-108219606.htm,accord,92499.5
2023,Special Offer 3K-KM FL5 Honda Civic Type R 2.0 {M},293800.0,0 - 4999,Selangor,15,https://www.mudah.my/special-offer-3k-km-fl5-honda-civic-type-r-2-0-m-108085955.htm,civic,2499.5
2015,2015 Honda CITY 1.5 S+ (A) 84K-MILE FREE WARRANTY,33999.0,80000 - 84999,Perak,15,https://www.mudah.my/2015-honda-city-1-5-s-a-84k-mile-free-warranty-108599742.htm,city,82499.5
2017,2017 Honda CITY 1.5 V FACELIFT (A)FULL SPEC 95K-KM,54999.0,90000 - 94999,Perak,15,https://www.mudah.my/2017-honda-city-1-5-v-facelift-a-full-spec-95k-km-105774679.htm,city,92499.5
2015,2015 Honda CITY 1.5 E (A) LEATHER SEAT LOW MILEAGE,36999.0,75000 - 79999,Perak,15,https://www.mudah.my/2015-honda-city-1-5-e-a-leather-seat-low-mileage-108686971.htm,city,77499.5
2016,2016 Honda CIVIC 1.5 TCP FC FK8 BODYKIT SPORT RIMS,73800.0,80000 - 84999,Selangor,15,https://www.mudah.my/2016-honda-civic-1-5-tcp-fc-fk8-bodykit-sport-rims-108582150.htm,civic,82499.5
2015,2015 2016 Honda ACCORD 2.0 VTi-L (A) FULL BODYKIT,45800.0,80000 - 84999,Selangor,15,https://www.mudah.my/2015-2016-honda-accord-2-0-vti-l-a-full-bodykit-108024641.htm,accord,82499.5
2012,2012 Honda ACCORD 2.4 VTi-L FACELIFT [NEW PAINT],27800.0,95000 - 99999,Selangor,15,https://www.mudah.my/2012-honda-accord-2-4-vti-l-facelift-new-paint-106451115.htm,accord,97499.5
2019,2019 Honda CITY 1.5 S (A) FULL SERVICES RECORD,44800.0,90000 - 94999,Selangor,15,https://www.mudah.my/2019-honda-city-1-5-s-a-full-services-record-106319368.htm,city,92499.5
2019,Honda CIVIC 1.5 TC CONVERT YOFER FASTLOAN 2019,93800.0,65000 - 69999,Selangor,15,https://www.mudah.my/honda-civic-1-5-tc-convert-yofer-fastloan-2019-108484106.htm,civic,67499.5
2020,2020 Honda CIVIC 1.5 TC-P (A),106800.0,70000 - 74999,Selangor,15,https://www.mudah.my/2020-honda-civic-1-5-tc-p-a-108474953.htm,civic,72499.5
2016,[2016]Honda CITY 1.5 E (A)L/KEDAI FULOAN CASH LADY,42880.0,90000 - 94999,Selangor,15,https://www.mudah.my/2016-honda-city-1-5-e-a-l-kedai-fuloan-cash-lady-108586465.htm,city,92499.5
2015,"2015 Honda CR-V 2.0 4WD FACELIFT (A)KEYLESS,P/SEAT",55800.0,95000 - 99999,Selangor,15,https://www.mudah.my/2015-honda-cr-v-2-0-4wd-facelift-a-keyless-p-seat-108177695.htm,cr-v,97499.5
2013,2013 Honda CITY 1.5 E+ FACELIFT(A)PADDLE-SHIFT CON,28800.0,95000 - 99999,Kuala Lumpur,15,https://www.mudah.my/2013-honda-city-1-5-e-facelift-a-paddle-shift-con-105075098.htm,city,97499.5
2020,[2020]Honda CITY 1.5 E (A)PADDLE SHIFT F/SEVIS CAS,57880.0,130000 - 139999,Selangor,15,https://www.mudah.my/2020-honda-city-1-5-e-a-paddle-shift-f-sevis-cas-108517504.htm,city,134999.5
2016,[2016]Honda CITY 1.5 E (A)FULOAN KEDAI CASH OFFER,35880.0,90000 - 94999,Selangor,15,https://www.mudah.my/2016-honda-city-1-5-e-a-fuloan-kedai-cash-offer-108366280.htm,city,92499.5
2019,2019 Honda CIVIC 1.5 TC-PREMIUM✅58k Mileage(A) TCP,89800.0,50000 - 54999,Johor,15,https://www.mudah.my/2019-honda-civic-1-5-tc-premium-58k-mileage-a-tcp-108024643.htm,civic,52499.5
2019,Honda CIVIC TYPE R 2.0 (M)2019,219000.0,20000 - 24999,Selangor,15,https://www.mudah.my/honda-civic-type-r-2-0-m-2019-107457388.htm,civic,22499.5
2007,Honda CITY 1.5 i-DSI VTEC FL 7SPEED DIRECT OWNER,9400.0,140000 - 149999,Selangor,15,https://www.mudah.my/honda-city-1-5-i-dsi-vtec-fl-7speed-direct-owner-108650065.htm,city,144999.5
2020,2020 Honda ODYSSEY EXV 2.4L (A) (HOT DEAL),164000.0,30000 - 34999,Kuala Lumpur,15,https://www.mudah.my/2020-honda-odyssey-exv-2-4l-a-hot-deal-108531672.htm,odyssey,32499.5
2012,2012 Honda JAZZ 1.3 HYBRID FACELIFT (A) F.BODYKIT,24800.0,95000 - 99999,Selangor,15,https://www.mudah.my/2012-honda-jazz-1-3-hybrid-facelift-a-f-bodykit-108573374.htm,hybrid,97499.5
2015,2015 2016 Honda CR-V 2.4 i-VTEC (A) FULL SPEC CRV,52800.0,90000 - 94999,Selangor,15,https://www.mudah.my/2015-2016-honda-cr-v-2-4-i-vtec-a-full-spec-crv-106841818.htm,cr-v,92499.5
2017,2017 2018 Honda HR-V 1.8 E (A)MUGEN/BODYKIT P/STAR,49800.0,70000 - 74999,Selangor,15,https://www.mudah.my/2017-2018-honda-hr-v-1-8-e-a-mugen-bodykit-p-star-107435632.htm,hr-v,72499.5
2017,2017 2018 Honda HR-V 1.8 E (A) FULL/BODYKIT P/STAR,49800.0,70000 - 74999,Selangor,15,https://www.mudah.my/2017-2018-honda-hr-v-1-8-e-a-full-bodykit-p-star-107289730.htm,hr-v,72499.5
2021,2021 Honda CIVIC 1.5 Turbo FL1,163000.0,5000 - 9999,Kuala Lumpur,15,https://www.mudah.my/2021-honda-civic-1-5-turbo-fl1-108505873.htm,civic,7499.5
2020,No Process Fee 2020 Honda CITY 1.5 V (A),63800.0,80000 - 84999,Perak,15,https://www.mudah.my/no-process-fee-2020-honda-city-1-5-v-a-108548364.htm,city,82499.5
2019,Honda CIVIC 1.5 TC-P BODYKIT YOFER FASTLOAN 2019,98800.0,65000 - 69999,Selangor,15,https://www.mudah.my/honda-civic-1-5-tc-p-bodykit-yofer-fastloan-2019-107834302.htm,civic,67499.5
2018,Honda CIVIC 1.5 FULL B.KIT YOFER F450 FSTLOAN 2018,92800.0,65000 - 69999,Selangor,15,https://www.mudah.my/honda-civic-1-5-full-b-kit-yofer-f450-fstloan-2018-107621634.htm,civic,67499.5
2007,2007 Honda ACCORD 2.0 BREMBO DISC BRAKE,15800.0,95000 - 99999,Selangor,15,https://www.mudah.my/2007-honda-accord-2-0-brembo-disc-brake-107490929.htm,accord,97499.5
2016,2016 Honda CITY 1.5 E (A),42800.0,75000 - 79999,Johor,15,https://www.mudah.my/2016-honda-city-1-5-e-a-108702149.htm,city,77499.5
2016,2016 Honda CIVIC 2.0 S FACELIFT (A),53800.0,85000 - 89999,Johor,15,https://www.mudah.my/2016-honda-civic-2-0-s-facelift-a-108700849.htm,civic,87499.5
2020,2020 Honda CIVIC 1.5 TC-P (A),99000.0,90000 - 94999,Selangor,15,https://www.mudah.my/2020-honda-civic-1-5-tc-p-a-108478652.htm,civic,92499.5
2015,2015 Honda CITY 1.5 V (A) ,33800.0,70000 - 74999,Kuala Lumpur,15,https://www.mudah.my/2015-honda-city-1-5-v-a-108441676.htm,city,72499.5
2021,2021 Honda CIVIC 1.5 FK7 SR FULL LEATHER SALES,153000.0,20000 - 24999,Selangor,15,https://www.mudah.my/2021-honda-civic-1-5-fk7-sr-full-leather-sales-107605231.htm,civic,22499.5
2023,2023 HONDA CIVIC TYPE R FL5 2.0 (M) 5A NEW Car,299000.0,0 - 4999,Kuala Lumpur,15,https://www.mudah.my/2023-honda-civic-type-r-fl5-2-0-m-5a-new-car-108431712.htm,civic,2499.5
2018,Honda CIVIC 1.5 FULL BODYKIT YOFER F450 3WRTY 2018,92800.0,65000 - 69999,Kuala Lumpur,15,https://www.mudah.my/honda-civic-1-5-full-bodykit-yofer-f450-3wrty-2018-107621646.htm,civic,67499.5
2017,2017 Honda CIVIC 1.5 TC-PREMIUM (A) TYPE R BODYKIT,85888.0,80000 - 84999,Selangor,16,https://www.mudah.my/2017-honda-civic-1-5-tc-premium-a-type-r-bodykit-108739033.htm,civic,82499.5
2020,2020 Honda STEPWAGON 1.5 SPADA (A)5 Years Warranty,168000.0,20000 - 24999,Kuala Lumpur,16,https://www.mudah.my/2020-honda-stepwagon-1-5-spada-a-5-years-warranty-108739030.htm,stepwagon,22499.5
2021,2021 Honda CIVIC FL1 LX 1.5 VTEC TURBO (A),169700.0,35000 - 39999,Selangor,16,https://www.mudah.my/2021-honda-civic-fl1-lx-1-5-vtec-turbo-a-108739117.htm,civic,37499.5
2019,2019 Honda HR-V 1.8 RS ENHANCED (A) Good 2020,83000.0,95000 - 99999,Penang,16,https://www.mudah.my/2019-honda-hr-v-1-8-rs-enhanced-a-good-2020-106697531.htm,hr-v,97499.5
2020,2020 Honda HR-V 1.8 V (A) Good Condition 2021,84000.0,65000 - 69999,Penang,16,https://www.mudah.my/2020-honda-hr-v-1-8-v-a-good-condition-2021-108029123.htm,hr-v,67499.5
2019,2019 Honda HR-V 1.8 RS ENHANCED (A) F/SERVICE 60K,76500.0,60000 - 64999,Selangor,16,https://www.mudah.my/2019-honda-hr-v-1-8-rs-enhanced-a-f-service-60k-108509683.htm,hr-v,62499.5
2011,2011 Honda CITY 1.5 E MODULO (A) ANDRIOD PLAYER,20900.0,130000 - 139999,Kuala Lumpur,16,https://www.mudah.my/2011-honda-city-1-5-e-modulo-a-andriod-player-108545969.htm,city,134999.5
2015,2015 Honda HR-V 1.8 V (A) TIPTOP,49800.0,85000 - 89999,Kuala Lumpur,16,https://www.mudah.my/2015-honda-hr-v-1-8-v-a-tiptop-108288711.htm,hr-v,87499.5
2021,2021 Honda JAZZ V 1.5 (A) PROMO OTR 16K MILES SHJ,78988.0,0 - 4999,Selangor,16,https://www.mudah.my/2021-honda-jazz-v-1-5-a-promo-otr-16k-miles-shj-104145285.htm,jazz,2499.5
2011,2011 Honda CITY 1.5 ANDROID PLAYER - 2Y WARRANTY,19888.0,95000 - 99999,Selangor,16,https://www.mudah.my/2011-honda-city-1-5-android-player-2y-warranty-108295016.htm,city,97499.5
2022,2022 Honda ACCORD TC 1.5L (A),145800.0,5000 - 9999,Johor,16,https://www.mudah.my/2022-honda-accord-tc-1-5l-a-108739094.htm,accord,7499.5
2023,2023 Honda HR-V 1.5 TURBO V (A),118800.0,20000 - 24999,Perak,16,https://www.mudah.my/2023-honda-hr-v-1-5-turbo-v-a-108101591.htm,hr-v,22499.5
2020,2020 Honda Odyssey GAero HONDA SENSING,154440.0,35000 - 39999,Selangor,16,https://www.mudah.my/2020-honda-odyssey-gaero-honda-sensing-107444281.htm,odyssey,37499.5
2015,Honda CR-V 2.0 FACELIFT (A) 2015 OFFER FULL L0AN,56800.0,100000 - 109999,Penang,16,https://www.mudah.my/honda-cr-v-2-0-facelift-a-2015-offer-full-l0an-107831728.htm,cr-v,104999.5
2008,Honda ELYSION 3.0 MPV 7 SEAT (A) OFFER CASH MURAH!,25800.0,110000 - 119999,Selangor,16,https://www.mudah.my/honda-elysion-3-0-mpv-7-seat-a-offer-cash-murah-107830960.htm,elysion,114999.5
2010,2010 Honda CR-V 2.0 i-VTEC FACELIFT PREMIUM LUXURY,23800.0,150000 - 159999,Selangor,16,https://www.mudah.my/2010-honda-cr-v-2-0-i-vtec-facelift-premium-luxury-108401567.htm,cr-v,154999.5
2013,2013 Honda CIVIC 2.0 S NAVI (A) - 1 Years Warranty,40800.0,90000 - 94999,Johor,16,https://www.mudah.my/2013-honda-civic-2-0-s-navi-a-1-years-warranty-108436682.htm,civic,92499.5
2019,2019 Honda CITY 1.5 E (A),60800.0,55000 - 59999,Johor,16,https://www.mudah.my/2019-honda-city-1-5-e-a-107922378.htm,city,57499.5
2023,2023 6A !!! Honda CIVIC 2.0 TYPE R MY23 FL5 (M),299800.0,0 - 4999,Johor,16,https://www.mudah.my/2023-6a-honda-civic-2-0-type-r-my23-fl5-m-108260945.htm,civic,2499.5
2014,"2014 Honda CITY 1.5 E MODULO (A)KEYLESS,R/CAMERA",31800.0,90000 - 94999,Selangor,16,https://www.mudah.my/2014-honda-city-1-5-e-modulo-a-keyless-r-camera-108545113.htm,city,92499.5
2010,2010 Honda JAZZ 1.5V- 1ONE/CBU/PADDLE SHIFT/L.SEAT,29800.0,110000 - 119999,Kuala Lumpur,16,https://www.mudah.my/2010-honda-jazz-1-5v-1one-cbu-paddle-shift-l-seat-108009194.htm,jazz,114999.5
2013,"2013 Honda CR-V 2.0 i-VTEC(A)R/CAMERA,REAR AIR-COR",39800.0,95000 - 99999,Selangor,16,https://www.mudah.my/2013-honda-cr-v-2-0-i-vtec-a-r-camera-rear-air-cor-107975849.htm,cr-v,97499.5
2022,MILEAGE 17k KM🔥🔥Honda CITY 1.5 V HATCHBACK V,76800.0,15000 - 19999,Johor,16,https://www.mudah.my/mileage-17k-km-honda-city-1-5-v-hatchback-v-106699650.htm,city,17499.5
2015,2015 Honda CR-V 2.0 i-VTEC FACELIFT (A) P.SEAT CRV,53800.0,90000 - 94999,Selangor,16,https://www.mudah.my/2015-honda-cr-v-2-0-i-vtec-facelift-a-p-seat-crv-108558455.htm,cr-v,92499.5
2016,2016 Honda CIVIC 1.8 S (A) FC FK8 TYPE R BODYKIT,66800.0,80000 - 84999,Selangor,16,https://www.mudah.my/2016-honda-civic-1-8-s-a-fc-fk8-type-r-bodykit-108441670.htm,civic,82499.5
2017,2017 Honda HR-V 1.8 E (A) MUGEN/BODYKIT P/STAR,52800.0,65000 - 69999,Selangor,16,https://www.mudah.my/2017-honda-hr-v-1-8-e-a-mugen-bodykit-p-star-107518430.htm,hr-v,67499.5
2016,2016 Honda HR-V 1.8 V (A) BODY/KIT SEMI/LEATHER,48800.0,85000 - 89999,Selangor,16,https://www.mudah.my/2016-honda-hr-v-1-8-v-a-body-kit-semi-leather-107494976.htm,hr-v,87499.5
2006,.2006 Honda ODYSSEY 2.4 ABSOLUTE (A) RB1 CASH DEAL,26800.0,100000 - 109999,Selangor,16,https://www.mudah.my/2006-honda-odyssey-2-4-absolute-a-rb1-cash-deal-105403093.htm,odyssey,104999.5
2021,2021 Honda CIVIC 1.5 TC-P (A),109800.0,65000 - 69999,Selangor,16,https://www.mudah.my/2021-honda-civic-1-5-tc-p-a-108471631.htm,civic,67499.5
